Togo,#00007f,#00007f
Myanmar,#00007f,#00007f
Luxembourg,#0fffef,#0000a7
Estonia,#0000c2,#000080
Turkey,#00008a,#000081
Rwanda,#000080,#00007f
Laos,#00007f,#00007f
Argentina,#000081,#00007f
Burkina Faso,#000080,#000080
Bahamas,#000083,#00007f
Congo,#00007f,#00007f
Mali,#00007f,#00007f
Bermuda,#0000a4,#00007f
Uganda,#00007f,#00007f
Georgia,#000082,#00007f
Nigeria,#00007f,#00007f
Jamaica,#000080,#00007f
Seychelles,#00008a,#00007f
Bulgaria,#000086,#000080
Channel Islands,#0000c6,#000089
Niger,#00007f,#00007f
Russia,#000080,#00007f
Martinique,#0000a1,#000084
Dominican Republic,#000087,#000082
Peru,#000082,#00007f
Mayotte,#00009b,#00007f
Haiti,#00007f,#00007f
Dominica,#000097,#00007f
Japan,#000081,#000080
Malta,#0000b0,#00007f
Gabon,#00007f,#000080
Guinea,#00007f,#00007f
Bosnia and Herzegovina,#00008a,#000081
Uzbekistan,#00007f,#00007f
Zimbabwe,#00007f,#00007f
Bangladesh,#00007f,#00007f
Philippines,#000080,#000080
Suriname,#000081,#00007f
Pakistan,#000080,#00007f
Portugal,#0000c0,#00008b
Trinidad and Tobago,#000086,#000081
Ecuador,#00008d,#000082
Romania,#000089,#000081
Benin,#00007f,#00007f
Monaco,#0026ff,#00007f
Qatar,#00009d,#00007f
Nicaragua,#00007f,#00007f
Egypt,#000080,#00007f
El Salvador,#00007f,#00007f
Slovakia,#000087,#00007f
North Macedonia,#00008f,#000081
